Location,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
2/27/20 1:00,0.770100,0.864960,0.769845,0.817020,0.720630,0.603840,0.508215,0.414120,0.699465,0.365160,0.133620,0.232560,0.257040,0.470900,0.293760,0.093330,0.220320,0.422790,0.442680,0.697170,0.724333,0.926500
2/27/20 2:00,0.721140,0.844220,0.710685,0.778260,0.674730,0.582930,0.453135,0.383010,0.643365,0.309060,0.115260,0.214200,0.321300,0.429080,0.206720,0.058395,0.196860,0.365160,0.361590,0.578340,0.849453,0.825860
2/27/20 3:00,0.710940,0.817020,0.640050,0.745620,0.637500,0.568650,0.407745,0.362610,0.598485,0.255765,0.113475,0.174420,0.317220,0.413780,0.148240,0.054315,0.195840,0.328440,0.308040,0.397290,0.929220,0.658580
2/27/20 4:00,0.736440,0.781660,0.560745,0.705840,0.589560,0.535500,0.366945,0.337110,0.557685,0.204000,0.112710,0.133110,0.262820,0.364820,0.145180,0.062475,0.202980,0.310590,0.281520,0.228480,0.919020,0.472940
2/27/20 5:00,0.752760,0.732360,0.503880,0.654840,0.527340,0.486030,0.348585,0.309570,0.504645,0.156060,0.110415,0.099960,0.213860,0.312800,0.128860,0.086445,0.196860,0.311100,0.252450,0.124950,0.866320,0.289000
2/27/20 6:00,0.738480,0.657220,0.466395,0.592620,0.451350,0.439110,0.348840,0.285090,0.441405,0.120360,0.123165,0.077010,0.182920,0.280840,0.113560,0.124695,0.174420,0.329970,0.207570,0.090270,0.777240,0.117980
2/27/20 7:00,0.668100,0.587180,0.387855,0.445740,0.300900,0.306510,0.249900,0.197370,0.263670,0.066045,0.115005,0.034170,0.121380,0.199580,0.083640,0.131070,0.083640,0.248880,0.156060,0.099960,0.655180,0.034680
2/27/20 8:00,0.714000,0.564060,0.321045,0.387600,0.146880,0.181560,0.158610,0.189720,0.127755,0.016320,0.073440,0.007650,0.099620,0.157420,0.069360,0.165240,0.029580,0.205530,0.102510,0.133620,0.516800,0.005780
2/27/20 9:00,0.562020,0.342040,0.146115,0.303960,0.087210,0.080580,0.137190,0.095370,0.063495,0.047430,0.129540,0.001530,0.045900,0.107440,0.085000,0.210375,0.065280,0.237660,0.056100,0.173400,0.385560,0.002720
2/27/20 10:00,0.222360,0.171360,0.101745,0.138720,0.106590,0.071910,0.168045,0.069870,0.087720,0.104805,0.179265,0.002040,0.010200,0.127840,0.131920,0.205785,0.100980,0.267750,0.027030,0.221340,0.268600,0.010200
2/27/20 11:00,0.090780,0.141780,0.112965,0.114240,0.167280,0.098430,0.224910,0.125460,0.133365,0.158355,0.238680,0.010200,0.004080,0.169660,0.174420,0.197370,0.090780,0.294780,0.010710,0.276930,0.173740,0.029920
2/27/20 12:00,0.097920,0.180540,0.153510,0.180540,0.234600,0.141780,0.313395,0.213180,0.188445,0.220575,0.317985,0.029580,0.019380,0.228480,0.202300,0.198135,0.078540,0.320280,0.004590,0.343230,0.102680,0.066980
2/27/20 13:00,0.155040,0.237320,0.215730,0.292740,0.302940,0.210120,0.411570,0.322320,0.257805,0.308805,0.413610,0.054570,0.039440,0.279140,0.216580,0.210120,0.083640,0.347820,0.004080,0.402900,0.058480,0.134980
2/27/20 14:00,0.264180,0.323680,0.294525,0.443700,0.389640,0.284580,0.484500,0.459510,0.353430,0.407235,0.487305,0.081090,0.059500,0.319260,0.255340,0.215730,0.077520,0.363120,0.004590,0.391170,0.031620,0.250580
2/27/20 15:00,0.440640,0.431800,0.378930,0.597720,0.487050,0.362610,0.574005,0.603330,0.476595,0.496995,0.525810,0.105060,0.076840,0.366860,0.290360,0.205785,0.079560,0.371790,0.006630,0.310080,0.025500,0.354620
2/27/20 16:00,0.603840,0.513740,0.460275,0.712980,0.567630,0.453900,0.660450,0.702780,0.589305,0.557175,0.579360,0.114240,0.087040,0.394400,0.294440,0.206550,0.088740,0.379440,0.023460,0.219810,0.052020,0.410720
2/27/20 17:00,0.677280,0.560660,0.529125,0.773160,0.619140,0.559470,0.687735,0.757350,0.662745,0.598485,0.638010,0.105570,0.089080,0.392700,0.307360,0.209355,0.075480,0.375360,0.056610,0.133110,0.101320,0.428740
2/27/20 18:00,0.705840,0.617440,0.576810,0.770100,0.666570,0.635460,0.671925,0.775710,0.702780,0.631890,0.598995,0.091290,0.095200,0.400860,0.319600,0.164475,0.034680,0.363630,0.088230,0.065280,0.151640,0.425000
2/27/20 19:00,0.725220,0.700400,0.620160,0.752760,0.738480,0.683400,0.663765,0.819570,0.771630,0.659175,0.537030,0.080070,0.147900,0.480420,0.375360,0.109650,0.016320,0.376380,0.107100,0.025500,0.204340,0.420240
2/27/20 20:00,0.808860,0.822800,0.727770,0.803760,0.816510,0.744090,0.697935,0.846600,0.850680,0.678810,0.564060,0.113730,0.237660,0.556920,0.378420,0.090270,0.009180,0.411570,0.109140,0.005100,0.234260,0.402220
2/27/20 21:00,0.843540,0.863940,0.774945,0.830280,0.842010,0.715020,0.704310,0.846090,0.863940,0.654075,0.582165,0.177480,0.294440,0.554880,0.376720,0.069360,0.004080,0.425850,0.097920,0.001530,0.229840,0.394740
2/27/20 22:00,0.858840,0.869380,0.824925,0.841500,0.846090,0.638520,0.683400,0.835380,0.856035,0.618630,0.498270,0.223890,0.307700,0.566100,0.414800,0.039525,0.001020,0.425340,0.083130,0.001530,0.207740,0.391340
2/27/20 23:00,0.873120,0.856120,0.821865,0.847620,0.829770,0.586500,0.678045,0.825180,0.836655,0.555645,0.370005,0.258570,0.285260,0.585820,0.438600,0.027285,0.002040,0.406980,0.066810,0.002550,0.181220,0.362780
2/28/20 0:00,0.881280,0.841160,0.797130,0.837420,0.781830,0.639030,0.719610,0.818040,0.800190,0.449820,0.299625,0.295290,0.272000,0.601800,0.410040,0.074205,0.003060,0.367200,0.048450,0.003570,0.150280,0.326060
2/28/20 1:00,0.863940,0.831640,0.753015,0.809880,0.716550,0.744600,0.758115,0.810900,0.741795,0.367200,0.315945,0.324360,0.267240,0.551480,0.404940,0.166770,0.009180,0.326400,0.033150,0.006120,0.124780,0.293080
2/28/20 2:00,0.829260,0.825520,0.709920,0.767040,0.698700,0.812430,0.737970,0.785400,0.690540,0.397035,0.446760,0.344760,0.277440,0.488240,0.398140,0.264180,0.022440,0.336090,0.022950,0.012750,0.100300,0.285940
2/28/20 3:00,0.805800,0.828240,0.663765,0.729300,0.740520,0.817530,0.676005,0.747660,0.678810,0.502095,0.485520,0.336090,0.279820,0.483140,0.412760,0.422280,0.035700,0.389640,0.019380,0.016320,0.076840,0.364480
2/28/20 4:00,0.811920,0.833680,0.597975,0.718080,0.782850,0.783870,0.626025,0.699720,0.697680,0.598230,0.435540,0.292740,0.268260,0.467500,0.410040,0.451605,0.053040,0.426870,0.017340,0.012750,0.067320,0.408000
2/28/20 5:00,0.823140,0.834020,0.509490,0.705840,0.805800,0.719610,0.588540,0.667080,0.731850,0.615060,0.418710,0.229500,0.247860,0.412760,0.360400,0.435030,0.063240,0.431970,0.021420,0.007650,0.093840,0.411740
2/28/20 6:00,0.839460,0.821440,0.430185,0.693600,0.805290,0.653820,0.550290,0.636990,0.759390,0.564570,0.381480,0.171360,0.225420,0.355980,0.292400,0.388620,0.088740,0.411060,0.029070,0.005100,0.140080,0.414460
2/28/20 7:00,0.839460,0.784040,0.346290,0.627300,0.727260,0.507960,0.431715,0.450840,0.640050,0.402390,0.277695,0.093330,0.147220,0.249560,0.188360,0.245820,0.107100,0.349350,0.036720,0.008670,0.148580,0.544000
2/28/20 8:00,0.899640,0.910860,0.546720,0.526320,0.836400,0.692070,0.620925,0.246840,0.489600,0.393210,0.362865,0.023970,0.037060,0.186320,0.077180,0.448035,0.010200,0.411570,0.039270,0.016830,0.149940,0.717060
2/28/20 9:00,0.934320,0.866660,0.587265,0.848640,0.776730,0.639540,0.607920,0.608430,0.706605,0.553605,0.358530,0.119340,0.083980,0.314500,0.156060,0.538815,0.009180,0.356490,0.038760,0.029070,0.197880,0.804780
2/28/20 10:00,0.846600,0.751400,0.519945,0.787440,0.645660,0.538560,0.455430,0.555390,0.591855,0.473790,0.250410,0.202980,0.045220,0.248880,0.142460,0.472515,0.018360,0.290700,0.039780,0.041820,0.230860,0.819060
2/28/20 11:00,0.700740,0.623900,0.449565,0.677280,0.580890,0.453900,0.355215,0.477360,0.521475,0.388365,0.183090,0.238170,0.025840,0.171020,0.093840,0.402900,0.021420,0.274890,0.035700,0.055080,0.278120,0.802740
2/28/20 12:00,0.592620,0.538900,0.403920,0.589560,0.559470,0.402390,0.323085,0.441660,0.501840,0.316710,0.160140,0.245820,0.024820,0.138040,0.071060,0.318750,0.015300,0.279480,0.028050,0.086190,0.354960,0.779620
2/28/20 13:00,0.525300,0.490960,0.395250,0.532440,0.551820,0.399840,0.332775,0.441150,0.496995,0.272085,0.160140,0.247350,0.036040,0.132940,0.082960,0.232560,0.014280,0.296310,0.029070,0.152490,0.453900,0.760580
2/28/20 14:00,0.463080,0.459680,0.399330,0.513060,0.543660,0.409530,0.358530,0.445740,0.475065,0.265710,0.192270,0.234090,0.058480,0.141440,0.111860,0.197880,0.039780,0.340680,0.057630,0.266220,0.584120,0.738140
2/28/20 15:00,0.393720,0.432480,0.398055,0.506940,0.525810,0.411570,0.382755,0.436560,0.432225,0.274125,0.236385,0.209100,0.087720,0.156740,0.138040,0.186405,0.124440,0.401370,0.119850,0.403920,0.719780,0.710260
2/28/20 16:00,0.341700,0.415140,0.383265,0.503880,0.510510,0.411570,0.385305,0.420240,0.397290,0.276420,0.255000,0.189720,0.141100,0.178500,0.172720,0.180540,0.278460,0.456450,0.159630,0.526830,0.808860,0.683740
2/28/20 17:00,0.329460,0.405960,0.355215,0.504900,0.487050,0.392190,0.356745,0.398820,0.373575,0.265965,0.249645,0.192780,0.238340,0.204000,0.231200,0.169320,0.436560,0.478380,0.208590,0.597210,0.839800,0.666740
2/28/20 18:00,0.344760,0.402560,0.338385,0.521220,0.453900,0.348840,0.318495,0.385050,0.364650,0.268770,0.239955,0.255000,0.362780,0.235960,0.301580,0.187425,0.492660,0.447270,0.235110,0.613020,0.831980,0.642940
2/28/20 19:00,0.444720,0.441320,0.366180,0.625260,0.459000,0.344250,0.342210,0.450840,0.433755,0.354450,0.319515,0.386070,0.555560,0.324700,0.333200,0.266730,0.467160,0.451350,0.241230,0.632400,0.801720,0.591600
2/28/20 20:00,0.606900,0.529720,0.501585,0.780300,0.492150,0.412590,0.425085,0.499800,0.511020,0.438855,0.398055,0.504900,0.658920,0.439280,0.329800,0.285855,0.472260,0.486030,0.287640,0.645150,0.757180,0.499800
2/28/20 21:00,0.727260,0.567800,0.586500,0.847620,0.511020,0.469710,0.472515,0.526830,0.607410,0.455940,0.382245,0.579360,0.667420,0.509660,0.295460,0.223125,0.457980,0.495210,0.394230,0.636990,0.703120,0.367200
2/28/20 22:00,0.791520,0.571540,0.624240,0.863940,0.511530,0.485520,0.487560,0.529890,0.688500,0.446505,0.322830,0.562020,0.623900,0.517480,0.264180,0.145095,0.484500,0.460020,0.520200,0.602820,0.631040,0.234940
2/28/20 23:00,0.811920,0.559640,0.634950,0.850680,0.502860,0.473790,0.483990,0.510000,0.688755,0.414120,0.297075,0.507960,0.559980,0.479740,0.210800,0.115005,0.518160,0.420750,0.628320,0.558960,0.544000,0.142120
2/29/20 0:00,0.805800,0.551480,0.637245,0.823140,0.493680,0.451860,0.452625,0.484500,0.672690,0.374850,0.292995,0.442680,0.485520,0.461380,0.172720,0.097665,0.547740,0.377400,0.705330,0.526320,0.452880,0.078200
2/29/20 1:00,0.780300,0.548760,0.629340,0.793560,0.479910,0.441150,0.416160,0.459510,0.662745,0.345525,0.255255,0.429930,0.455600,0.437580,0.141440,0.080070,0.574260,0.343230,0.749700,0.507960,0.367540,0.041820
2/29/20 2:00,0.729300,0.543320,0.607665,0.762960,0.453900,0.444720,0.388620,0.440130,0.655605,0.323340,0.248370,0.467670,0.406300,0.397460,0.129880,0.074460,0.597720,0.292740,0.758370,0.496230,0.299540,0.023800
2/29/20 3:00,0.664020,0.537880,0.549525,0.729300,0.426360,0.470730,0.358530,0.433500,0.638520,0.327930,0.302430,0.526830,0.401880,0.336600,0.116280,0.095880,0.558960,0.270300,0.752250,0.489090,0.259420,0.014960
2/29/20 4:00,0.612000,0.533800,0.460785,0.690540,0.413100,0.476850,0.288915,0.421770,0.615570,0.310590,0.339150,0.555390,0.363120,0.301240,0.106760,0.162180,0.505920,0.261630,0.751740,0.469710,0.234940,0.011900
2/29/20 5:00,0.583440,0.528360,0.402645,0.657900,0.416160,0.406470,0.223380,0.395760,0.589560,0.281265,0.362865,0.557940,0.326060,0.288320,0.110500,0.213180,0.442680,0.261120,0.769080,0.442680,0.207400,0.016660
2/29/20 6:00,0.563040,0.510680,0.364140,0.635460,0.417180,0.326400,0.193545,0.368730,0.565845,0.257805,0.429165,0.564570,0.306680,0.245480,0.138720,0.252960,0.385560,0.250920,0.786420,0.422790,0.180880,0.034000
2/29/20 7:00,0.517140,0.455940,0.246840,0.547740,0.335580,0.205530,0.106080,0.241740,0.443190,0.218790,0.337365,0.426360,0.263500,0.156400,0.124440,0.216240,0.292740,0.184620,0.792030,0.408000,0.152660,0.062900
2/29/20 8:00,0.244800,0.204680,0.067830,0.208080,0.097920,0.053040,0.031110,0.084660,0.334050,0.185640,0.247605,0.427380,0.309400,0.113900,0.138040,0.215475,0.280500,0.080070,0.763470,0.386580,0.119340,0.097240
2/29/20 9:00,0.150960,0.211820,0.021165,0.172380,0.108630,0.008160,0.009180,0.105570,0.249900,0.106335,0.158355,0.414630,0.231880,0.081260,0.154020,0.154785,0.295800,0.086190,0.710430,0.348840,0.088400,0.144840
2/29/20 10:00,0.204000,0.138720,0.007905,0.062220,0.049470,0.001530,0.006120,0.126990,0.124695,0.048960,0.120360,0.286110,0.124100,0.056780,0.135660,0.074460,0.299880,0.060690,0.645660,0.296310,0.055420,0.195840
2/29/20 11:00,0.132600,0.090440,0.016830,0.005100,0.019380,0.002040,0.011730,0.104550,0.071145,0.032385,0.129285,0.181050,0.075140,0.046920,0.108460,0.037230,0.265200,0.054060,0.590580,0.245310,0.035700,0.241400
2/29/20 12:00,0.072420,0.063240,0.020910,0.000000,0.012240,0.002550,0.021420,0.091290,0.049470,0.025500,0.120360,0.113220,0.048280,0.038760,0.093160,0.021930,0.247860,0.054570,0.562530,0.207570,0.023800,0.286620
2/29/20 13:00,0.041820,0.048620,0.019890,0.000000,0.010710,0.003570,0.023205,0.076500,0.030090,0.022695,0.106080,0.074460,0.026860,0.029240,0.091120,0.016320,0.253980,0.060180,0.559980,0.186660,0.018020,0.337960
2/29/20 14:00,0.031620,0.036040,0.015810,0.000000,0.011220,0.004590,0.016575,0.058650,0.019125,0.018360,0.097155,0.052020,0.014960,0.022780,0.106760,0.023970,0.271320,0.065790,0.565080,0.167790,0.020400,0.405620
2/29/20 15:00,0.029580,0.027200,0.011985,0.006120,0.014280,0.004080,0.010455,0.037740,0.014025,0.014280,0.081855,0.032640,0.019040,0.021760,0.140760,0.031620,0.306000,0.084660,0.557430,0.155550,0.034680,0.476000
2/29/20 16:00,0.029580,0.022100,0.008925,0.012240,0.017340,0.003060,0.009945,0.021930,0.010455,0.010455,0.059670,0.016320,0.047940,0.031620,0.194480,0.045645,0.337620,0.107100,0.546720,0.163200,0.066980,0.544340
2/29/20 17:00,0.032640,0.020060,0.007905,0.017340,0.020400,0.002550,0.010455,0.014280,0.010200,0.005865,0.047430,0.006120,0.095540,0.043860,0.231200,0.069360,0.325380,0.115770,0.540600,0.185130,0.120700,0.608940
2/29/20 18:00,0.041820,0.022100,0.008670,0.025500,0.024990,0.002550,0.012495,0.012240,0.015045,0.004590,0.041055,0.004590,0.138380,0.043860,0.216920,0.099960,0.271320,0.104040,0.540600,0.208080,0.186320,0.660960
2/29/20 19:00,0.074460,0.044540,0.015300,0.076500,0.057120,0.007650,0.022440,0.017850,0.041565,0.016575,0.042840,0.015300,0.218620,0.064260,0.203320,0.121380,0.235620,0.110670,0.537030,0.230010,0.264860,0.689180
2/29/20 20:00,0.118320,0.101660,0.031110,0.192780,0.133110,0.022950,0.038250,0.028050,0.090015,0.067320,0.056865,0.026520,0.303620,0.069360,0.223720,0.091035,0.206040,0.157590,0.536010,0.241740,0.328100,0.672520
2/29/20 21:00,0.188700,0.204000,0.056100,0.358020,0.255000,0.040290,0.055335,0.049980,0.165495,0.147645,0.067065,0.047430,0.355300,0.066980,0.213520,0.057630,0.178500,0.224910,0.526830,0.221850,0.359040,0.635120
2/29/20 22:00,0.251940,0.323340,0.096900,0.505920,0.385050,0.056610,0.072420,0.081600,0.250665,0.197625,0.059925,0.103530,0.358700,0.077180,0.183600,0.037230,0.148920,0.268770,0.490110,0.172890,0.349860,0.608940
2/29/20 23:00,0.302940,0.410720,0.138720,0.591600,0.484500,0.082620,0.083640,0.118830,0.322320,0.187170,0.037230,0.177480,0.350540,0.094860,0.182920,0.036465,0.123420,0.287130,0.435540,0.121890,0.302260,0.593640
3/1/20 0:00,0.345780,0.442680,0.172635,0.625260,0.546720,0.112710,0.087210,0.160140,0.368985,0.158100,0.016065,0.312630,0.302260,0.124100,0.172380,0.054060,0.080580,0.291720,0.374850,0.073950,0.247180,0.584460
3/1/20 1:00,0.361080,0.432820,0.213690,0.633420,0.570690,0.132090,0.079305,0.215220,0.384795,0.161670,0.008415,0.483990,0.245480,0.159800,0.165920,0.100725,0.046920,0.279990,0.312120,0.031110,0.203660,0.579020
3/1/20 2:00,0.333540,0.398480,0.306510,0.614040,0.569670,0.162690,0.084405,0.302940,0.383010,0.181050,0.010710,0.542640,0.200260,0.207740,0.148240,0.161160,0.026520,0.264180,0.248880,0.011220,0.177140,0.576300
3/1/20 3:00,0.281520,0.372640,0.444465,0.565080,0.549270,0.225930,0.115260,0.434010,0.383010,0.203490,0.026010,0.518670,0.168640,0.258400,0.141780,0.201960,0.018360,0.249900,0.194820,0.005610,0.162860,0.570860
3/1/20 4:00,0.256020,0.366520,0.567885,0.475320,0.500820,0.303960,0.163455,0.562020,0.374850,0.237405,0.074970,0.469200,0.149940,0.300900,0.148920,0.272085,0.009180,0.236130,0.161160,0.004590,0.153680,0.550120
3/1/20 5:00,0.264180,0.380460,0.656625,0.340680,0.440640,0.389640,0.246840,0.643110,0.350880,0.282030,0.169320,0.414630,0.135660,0.333880,0.158440,0.368985,0.004080,0.227970,0.145350,0.005100,0.150960,0.542640
3/1/20 6:00,0.302940,0.412420,0.713235,0.215220,0.388110,0.480930,0.375615,0.692070,0.319005,0.344505,0.242250,0.375870,0.123080,0.361760,0.170680,0.396780,0.002040,0.227460,0.136680,0.005100,0.155720,0.583100
3/1/20 7:00,0.357000,0.449140,0.704055,0.134640,0.315180,0.500310,0.480675,0.651780,0.251430,0.306510,0.301920,0.303450,0.059160,0.333200,0.135660,0.306510,0.001020,0.204000,0.125970,0.004590,0.177140,0.628660
3/1/20 8:00,0.246840,0.285600,0.404175,0.040800,0.103020,0.237660,0.292485,0.524280,0.105825,0.166005,0.155040,0.408510,0.042500,0.207740,0.086020,0.223380,0.000000,0.074970,0.105060,0.003060,0.221340,0.638860
3/1/20 9:00,0.107100,0.170000,0.404430,0.023460,0.026520,0.189720,0.453900,0.511530,0.141015,0.182835,0.211650,0.400350,0.082960,0.302940,0.165580,0.462315,0.000000,0.024480,0.080070,0.001020,0.275060,0.656540
3/1/20 10:00,0.095880,0.281180,0.601290,0.108120,0.035190,0.238170,0.487815,0.483990,0.251685,0.302940,0.376890,0.344760,0.147220,0.478380,0.258740,0.560745,0.000000,0.030090,0.050490,0.000510,0.312800,0.703800
3/1/20 11:00,0.180540,0.287640,0.557430,0.141780,0.089760,0.257040,0.452115,0.328950,0.273105,0.401115,0.499545,0.282030,0.220320,0.539920,0.346120,0.608940,0.000000,0.061710,0.028050,0.001020,0.338300,0.762620
3/1/20 12:00,0.228480,0.300220,0.521220,0.162180,0.136170,0.273870,0.445485,0.216750,0.276420,0.451605,0.569160,0.236640,0.302260,0.577320,0.428740,0.623220,0.000000,0.090270,0.015300,0.002550,0.366860,0.813960
3/1/20 13:00,0.255000,0.311780,0.497760,0.177480,0.161160,0.291720,0.466140,0.147390,0.264690,0.463590,0.586245,0.209100,0.358020,0.573920,0.445060,0.602310,0.000000,0.108630,0.008670,0.006630,0.409360,0.856460
3/1/20 14:00,0.251940,0.328780,0.484755,0.180540,0.176460,0.316710,0.495210,0.098940,0.247860,0.473280,0.587520,0.182070,0.367200,0.538900,0.436560,0.557175,0.002040,0.126990,0.006120,0.018870,0.468860,0.901680
3/1/20 15:00,0.230520,0.348500,0.489090,0.177480,0.188190,0.365670,0.544680,0.064260,0.235620,0.494445,0.589815,0.153000,0.346120,0.504560,0.438260,0.503115,0.019380,0.163200,0.004080,0.048960,0.544340,0.931260
3/1/20 16:00,0.198900,0.357000,0.499800,0.166260,0.185640,0.422790,0.621180,0.038760,0.222870,0.510000,0.588795,0.120870,0.307700,0.506940,0.450160,0.454155,0.064260,0.194820,0.004080,0.108630,0.629680,0.948940
3/1/20 17:00,0.153000,0.341360,0.490110,0.147900,0.165750,0.463590,0.689265,0.020910,0.204765,0.511275,0.591600,0.094860,0.274380,0.507620,0.471920,0.409530,0.098940,0.198390,0.007650,0.180540,0.716040,0.961180
3/1/20 18:00,0.099960,0.290360,0.423300,0.128520,0.118830,0.449820,0.679830,0.011220,0.186915,0.465630,0.540090,0.078540,0.220320,0.486200,0.460020,0.321810,0.131580,0.149430,0.036720,0.246840,0.794920,0.964240
3/1/20 19:00,0.058140,0.240720,0.339405,0.119340,0.053550,0.411570,0.650760,0.007140,0.187425,0.418710,0.495720,0.070380,0.236640,0.516460,0.516800,0.283815,0.216240,0.115770,0.086190,0.300900,0.854420,0.962880
3/1/20 20:00,0.017340,0.156740,0.357510,0.077520,0.023970,0.368730,0.601545,0.030600,0.188445,0.377145,0.414630,0.084150,0.288320,0.548080,0.561340,0.278715,0.204000,0.108630,0.115770,0.335580,0.898620,0.962540
3/1/20 21:00,0.002040,0.095880,0.494190,0.036720,0.021930,0.314670,0.525555,0.098940,0.183600,0.387345,0.338895,0.123930,0.330140,0.717060,0.619820,0.337875,0.205020,0.135660,0.110670,0.362100,0.924120,0.954040
3/1/20 22:00,0.001020,0.068680,0.646170,0.014280,0.039780,0.292740,0.555390,0.183090,0.170085,0.429930,0.353940,0.179010,0.372300,0.771120,0.621520,0.434775,0.193800,0.151470,0.071400,0.385050,0.937720,0.921060
3/1/20 23:00,0.005100,0.039100,0.757350,0.005100,0.071400,0.319260,0.666570,0.251430,0.158100,0.460530,0.388365,0.238170,0.396100,0.734740,0.560660,0.555135,0.156060,0.196350,0.023460,0.403920,0.942140,0.872100
3/2/20 0:00,0.018360,0.039440,0.853995,0.003060,0.098940,0.397290,0.734910,0.295800,0.144585,0.465375,0.468945,0.281520,0.401200,0.703800,0.514420,0.562530,0.137700,0.232050,0.004080,0.390150,0.935000,0.828713
3/2/20 1:00,0.043860,0.252280,0.865980,0.007140,0.120360,0.568650,0.788460,0.306000,0.125460,0.473280,0.545445,0.306000,0.417520,0.711280,0.508980,0.540345,0.167280,0.291210,0.004590,0.349860,0.914600,0.790973
3/2/20 2:00,0.062220,0.315180,0.817785,0.019380,0.141270,0.758370,0.832575,0.280500,0.097665,0.488835,0.551055,0.306510,0.420580,0.739840,0.535160,0.581145,0.216240,0.324360,0.016830,0.347310,0.875160,0.734873
3/2/20 3:00,0.063240,0.394740,0.733380,0.042840,0.213180,0.858330,0.820335,0.249900,0.071145,0.493680,0.503880,0.295800,0.401540,0.742560,0.572900,0.593640,0.279480,0.388110,0.038250,0.413100,0.821780,0.667213
3/2/20 4:00,0.094860,0.775540,0.673710,0.063240,0.367200,0.857310,0.810390,0.255000,0.053040,0.532950,0.437580,0.336090,0.386580,0.752420,0.621860,0.597720,0.336600,0.551310,0.055590,0.501330,0.769080,0.610980
3/2/20 5:00,0.172380,0.892500,0.655095,0.093840,0.483480,0.802740,0.754035,0.302940,0.055080,0.634440,0.372555,0.392700,0.400860,0.778600,0.649060,0.601545,0.391680,0.634950,0.077010,0.557430,0.733380,0.585480
3/2/20 6:00,0.262140,0.894200,0.646935,0.268260,0.710940,0.723180,0.708900,0.360570,0.157080,0.730575,0.361080,0.419730,0.433500,0.774860,0.675580,0.585480,0.378420,0.623220,0.103020,0.576810,0.713320,0.576980
3/2/20 7:00,0.319260,0.872100,0.674730,0.461040,0.845580,0.658410,0.697170,0.352920,0.248115,0.685695,0.338385,0.324360,0.405280,0.726240,0.657220,0.435540,0.190740,0.561000,0.116790,0.587520,0.700740,0.564740
3/2/20 8:00,0.364140,0.938400,0.762450,0.292740,0.789990,0.793050,0.771120,0.192780,0.213180,0.479145,0.333030,0.194820,0.212840,0.552160,0.432480,0.398820,0.086700,0.539070,0.124440,0.603330,0.683060,0.540600
3/2/20 9:00,0.525300,0.960500,0.735165,0.128520,0.724710,0.759390,0.731595,0.219810,0.191505,0.506430,0.420495,0.272850,0.298520,0.555900,0.371280,0.684675,0.093840,0.529380,0.125970,0.596190,0.649740,0.591600
3/2/20 10:00,0.601800,0.938060,0.663510,0.018360,0.635970,0.678300,0.637500,0.256020,0.200430,0.461550,0.419220,0.292740,0.464780,0.570520,0.417520,0.713490,0.099960,0.509490,0.124950,0.563550,0.616080,0.686120
3/2/20 11:00,0.536520,0.885020,0.592365,0.000000,0.457980,0.610980,0.531675,0.235110,0.142290,0.406980,0.495720,0.268770,0.571540,0.606220,0.389640,0.725220,0.090780,0.471240,0.119850,0.512040,0.572560,0.639540
3/2/20 12:00,0.428400,0.804440,0.550035,0.001020,0.362100,0.590070,0.475575,0.230520,0.156060,0.415395,0.529635,0.233070,0.585480,0.598400,0.335240,0.694875,0.062220,0.388110,0.107100,0.441660,0.529720,0.749020
3/2/20 13:00,0.333540,0.726580,0.517140,0.028560,0.223380,0.553860,0.472260,0.220830,0.304725,0.437325,0.504135,0.190230,0.539240,0.557940,0.302940,0.617355,0.030600,0.237150,0.083640,0.343740,0.449140,0.927860
3/2/20 14:00,0.266220,0.640900,0.425340,0.195840,0.134640,0.415140,0.453645,0.196350,0.395760,0.468435,0.481185,0.143310,0.453900,0.478380,0.380460,0.544935,0.008160,0.130050,0.076500,0.212670,0.285260,0.985247
3/2/20 15:00,0.237660,0.554540,0.304725,0.440640,0.112710,0.275910,0.409275,0.188190,0.426360,0.507195,0.477360,0.121380,0.413100,0.425340,0.384540,0.470730,0.001020,0.094860,0.089760,0.147900,0.223040,0.988987
3/2/20 16:00,0.238680,0.494700,0.218025,0.588540,0.134130,0.214200,0.373575,0.271320,0.419730,0.527595,0.469965,0.126480,0.408680,0.366180,0.306680,0.395505,0.000000,0.091800,0.128010,0.164220,0.346800,0.982867
3/2/20 17:00,0.283560,0.479740,0.179775,0.684420,0.212670,0.206550,0.358020,0.382500,0.423555,0.561255,0.449310,0.137190,0.291720,0.278460,0.245820,0.328440,0.001020,0.112710,0.192270,0.200940,0.486540,0.973687
3/2/20 18:00,0.375360,0.519860,0.186660,0.763980,0.369240,0.222360,0.393210,0.505920,0.462825,0.609705,0.406215,0.114750,0.196180,0.244800,0.243780,0.286875,0.001020,0.191760,0.271830,0.217260,0.604860,0.965053
3/2/20 19:00,0.562020,0.620160,0.278715,0.740520,0.492150,0.283050,0.517650,0.531930,0.446505,0.644895,0.328440,0.104040,0.206380,0.298180,0.255000,0.261120,0.023460,0.309060,0.359040,0.200430,0.701420,0.963560
